Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-425410,"Metal ion SLC transporters",4,33,0.002184851694915254,0.6143522355923092,0.7010786122248663,5,20,0.0014499057561258518,9606,Homo sapiens,"HEPH;SLC41A1;SLC39A7;SLC39A14","","R-HSA-442661;R-HSA-442387;R-HSA-442368;R-HSA-442317;R-HSA-442393"
R-HSA-6782210,"Gap-filling DNA repair synthesis and ligation in TC-NER",8,66,0.004369703389830508,0.6152742603718246,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CUL4A;CDK7;RFC1;UVSSA;XRCC1;LIG3;ZNF830;HMGN1","","R-HSA-6782227;R-HSA-6782208"
R-HSA-6807070,"PTEN Regulation",21,171,0.011321504237288135,0.6165813218914246,0.7010786122248663,56,56,0.0040597361171523854,9606,Homo sapiens,"ATF2;CBX6;PHC1;KDM1A;RPN1;CSNK2A2;ATN1;CASK;PHC3;PSMB10;PML;HDAC7;RPTOR;TEP1;AKT3;PSME2;PSMD1;MTA3;TNRC6A;TNRC6B","","R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8948621;R-HSA-8944397;R-HSA-8850945;R-HSA-8948623;R-HSA-8948612;R-HSA-8944538;R-HSA-8944026;R-HSA-8850961;R-HSA-8948757;R-HSA-8948651;R-HSA-8944684;R-HSA-8948524;R-HSA-8945709;R-HSA-6807106;R-HSA-6807105;R-HSA-8944047;R-HSA-8948641;R-HSA-6807118;R-HSA-8943780;R-HSA-8944420;R-HSA-8948775;R-HSA-8948536;R-HSA-8944569;R-HSA-6807126;R-HSA-8850997;R-HSA-8850992;R-HSA-6807134;R-HSA-8944457;R-HSA-8943817;R-HSA-6807206;R-HSA-6807077;R-HSA-8851011;R-HSA-8944078;R-HSA-8948800;R-HSA-8944706;R-HSA-8943811;R-HSA-8944454;R-HSA-8948569;R-HSA-8944599;R-HSA-8944104;R-HSA-8847968;R-HSA-8948832;R-HSA-8944483;R-HSA-8944099;R-HSA-8948582;R-HSA-8847977;R-HSA-8948583;R-HSA-8944632;R-HSA-8948602;R-HSA-8943728;R-HSA-8944497;R-HSA-8948594;R-HSA-5632939"
R-HSA-162599,"Late Phase of HIV Life Cycle",20,163,0.010791843220338984,0.6167113271317508,0.7010786122248663,51,78,0.005654632448890822,9606,Homo sapiens,"RANBP2;CCNT2;CTDP1;NUP133;TAF12;NCBP1;NEDD4L;RANGAP1;NUP93;PCM1;CDK7;POM121C;NUP35;ELOA;NUP98;TAF3;NELFE","","R-HSA-3159227;R-HSA-167181;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167083;R-HSA-167087;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167474;R-HSA-167090;R-HSA-165043;R-HSA-167089;R-HSA-167478;R-HSA-165047;R-HSA-167477;R-HSA-167098;R-HSA-167097;R-HSA-167481;R-HSA-165055;R-HSA-167484;R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-167133;R-HSA-167136;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-3159232;R-HSA-167282;R-HSA-167153;R-HSA-167284;R-HSA-167288;R-HSA-167292"
R-HSA-109704,"PI3K Cascade",7,58,0.003840042372881356,0.6184953715927157,0.7010786122248663,5,6,4.3497172683775554E-4,9606,Homo sapiens,"PDPK1;IRS1;PDE3B;GAB1;IRS2;PIK3R1;GAB2","","R-HSA-109699;R-HSA-109701;R-HSA-109702;R-HSA-162363;R-HSA-162425"
R-HSA-190236,"Signaling by FGFR",13,107,0.0070842161016949155,0.620796965083571,0.7010786122248663,61,142,0.010294330868493549,9606,Homo sapiens,"HNRNPM;PTBP1;FLRT2;NCBP1;HNRNPH1;SHC1;MKNK1;GAB1;BRAF;PIK3R1;PLCG1;HNRNPA1","","R-HSA-5654614;R-HSA-1295634;R-HSA-5654612;R-HSA-5654224;R-HSA-5654622;R-HSA-177931;R-HSA-5654620;R-HSA-934559;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-5654222;R-HSA-6803838;R-HSA-6803836;R-HSA-5654600;R-HSA-5654646;R-HSA-6803527;R-HSA-5654647;R-HSA-6803523;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654625;R-HSA-5654637;R-HSA-5654634;R-HSA-5654423;R-HSA-5654167;R-HSA-5654165;R-HSA-5654163;R-HSA-5654428;R-HSA-5654426;R-HSA-5654425;R-HSA-5654169;R-HSA-5654406;R-HSA-5654662;R-HSA-5654407;R-HSA-5654151;R-HSA-5654404;R-HSA-5654148;R-HSA-5654149;R-HSA-5654402;R-HSA-5654147;R-HSA-5654659;R-HSA-5656064;R-HSA-5654159;R-HSA-5654157;R-HSA-5654669;R-HSA-5654667;R-HSA-5654582;R-HSA-5654709;R-HSA-1295604;R-HSA-5654705;R-HSA-5654591;R-HSA-5654717;R-HSA-5654714;R-HSA-5654692;R-HSA-5654690;R-HSA-5654573;R-HSA-5654701;R-HSA-5654697"
R-HSA-167152,"Formation of HIV elongation complex in the absence of HIV Tat",6,50,0.0033103813559322032,0.6228243475132444,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CDK7;CCNT2;CTDP1;NCBP1;ELOA;NELFE","","R-HSA-167077;R-HSA-167084"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",6,50,0.0033103813559322032,0.6228243475132444,0.7010786122248663,15,38,0.0027548209366391185,9606,Homo sapiens,"SHC1;INPP5D;RAPGEF1;PTPN6;PIK3R1;GAB2","","R-HSA-879917;R-HSA-912527;R-HSA-909738;R-HSA-914182;R-HSA-508247;R-HSA-453111;R-HSA-913374;R-HSA-879934;R-HSA-912734;R-HSA-453104;R-HSA-879925;R-HSA-912629;R-HSA-914036;R-HSA-913424;R-HSA-912627"
R-HSA-2173789,"TGF-beta receptor signaling activates SMADs",6,50,0.0033103813559322032,0.6228243475132444,0.7010786122248663,15,44,0.003189792663476874,9606,Homo sapiens,"ITGB1;USP15;ZFYVE9;NEDD4L;LTBP1;FBN1","","R-HSA-2176417;R-HSA-170850;R-HSA-178178;R-HSA-2176416;R-HSA-2328033;R-HSA-2395328;R-HSA-178218;R-HSA-178189;R-HSA-170835;R-HSA-170868;R-HSA-2396029;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-2395320"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",11,91,0.006024894067796611,0.6238056709669815,0.7010786122248663,22,23,0.0016673916195447296,9606,Homo sapiens,"GSK3B;TLE3;TLE2;APC;RPN1;AXIN1;PSME2;PSMD1;TCF3;PSMB10","","R-HSA-4649028;R-HSA-195300;R-HSA-2130279;R-HSA-8944352;R-HSA-195275;R-HSA-4641231;R-HSA-2130282;R-HSA-195304;R-HSA-5229348;R-HSA-4641229;R-HSA-2130286;R-HSA-5229343;R-HSA-195251;R-HSA-195283;R-HSA-195280;R-HSA-5334050;R-HSA-5251555;R-HSA-195318;R-HSA-5246693;R-HSA-195287;R-HSA-8944349;R-HSA-6781905"
R-HSA-9679191,"Potential therapeutics for SARS",11,91,0.006024894067796611,0.6238056709669815,0.7010786122248663,6,34,0.002464839785413948,9606,Homo sapiens,"ITGB1;KDM1A;ITGA4;IMPDH1;IMPDH2;STAT2;FXYD1;ARID4A;ATP1A1;MTA3;BRD4","","R-HSA-9678935;R-HSA-9684068;R-HSA-9679787;R-HSA-9680408;R-HSA-9678749;R-HSA-9679740"
R-HSA-9609523,"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane",3,25,0.0016551906779661016,0.6246713652464599,0.7010786122248663,7,7,5.074670146440482E-4,9606,Homo sapiens,"CAMLG;ANXA4;SEC61B","","R-HSA-9609921;R-HSA-9609860;R-HSA-9610442;R-HSA-9617595;R-HSA-9609899;R-HSA-9617596;R-HSA-9609917"
R-HSA-5654696,"Downstream signaling of activated FGFR2",5,42,0.002780720338983051,0.6288054416783465,0.7010786122248663,14,23,0.0016673916195447296,9606,Homo sapiens,"SHC1;GAB1;PLCG1;PIK3R1","","R-HSA-5654614;R-HSA-5654612;R-HSA-5654622;R-HSA-177931;R-HSA-5654620;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654159;R-HSA-5654157;R-HSA-5654701;R-HSA-5654697"
R-HSA-381042,"PERK regulates gene expression",5,42,0.002780720338983051,0.6288054416783465,0.7010786122248663,5,11,7.974481658692185E-4,9606,Homo sapiens,"HSPA5;EIF2AK3;PARN;EIF2S2;EIF2A","","R-HSA-381111;R-HSA-517731;R-HSA-381087;R-HSA-381086;R-HSA-381128"
R-HSA-2559585,"Oncogene Induced Senescence",5,42,0.002780720338983051,0.6288054416783465,0.7010786122248663,8,19,0.0013774104683195593,9606,Homo sapiens,"RB1;TFDP2;ETS1;TNRC6A;TNRC6B","","R-HSA-3209109;R-HSA-3209111;R-HSA-3200023;R-HSA-3209096;R-HSA-3209114;R-HSA-3209098;R-HSA-3132737;R-HSA-3209151"
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",8,67,0.004435911016949153,0.6317783630240462,0.7010786122248663,30,39,0.002827316224445411,9606,Homo sapiens,"BABAM1;MDC1;RAD50;ABRAXAS1;H2AFX;HIST1H2BG;TP53BP1;BAZ1B","","R-HSA-5683735;R-HSA-5682967;R-HSA-69891;R-HSA-5682965;R-HSA-5683986;R-HSA-5693598;R-HSA-5682588;R-HSA-5683930;R-HSA-5682586;R-HSA-5683801;R-HSA-5683077;R-HSA-5682629;R-HSA-5693583;R-HSA-5683405;R-HSA-5682992;R-HSA-5693566;R-HSA-5683967;R-HSA-5683964;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5682983;R-HSA-5693602;R-HSA-5693536;R-HSA-5683425;R-HSA-5693551;R-HSA-5682607;R-HSA-5682863;R-HSA-5693549;R-HSA-5682858"
R-HSA-73884,"Base Excision Repair",12,100,0.0066207627118644065,0.6356061474614654,0.7010786122248663,40,107,0.007756995795273307,9606,Homo sapiens,"MED1;ACD;PARP1;RFC1;NTHL1;PNKP;H2AFX;TINF2;XRCC1;TERF2IP;LIG3;HIST1H2BG","","R-HSA-110208;R-HSA-110211;R-HSA-110213;R-HSA-110212;R-HSA-5649873;R-HSA-73931;R-HSA-5651805;R-HSA-5651739;R-HSA-5649883;R-HSA-73932;R-HSA-5649734;R-HSA-110353;R-HSA-110352;R-HSA-110224;R-HSA-110227;R-HSA-110226;R-HSA-110229;R-HSA-110231;R-HSA-9629195;R-HSA-110232;R-HSA-110363;R-HSA-110171;R-HSA-110364;R-HSA-5651723;R-HSA-110172;R-HSA-110368;R-HSA-110371;R-HSA-5651828;R-HSA-5649726;R-HSA-110376;R-HSA-5649724;R-HSA-9629497;R-HSA-5649723;R-HSA-110380;R-HSA-9629372;R-HSA-9629373;R-HSA-9629216;R-HSA-5651809;R-HSA-9629483;R-HSA-5649705"
R-HSA-3371571,"HSF1-dependent transactivation",7,59,0.00390625,0.6360079502462868,0.7010786122248663,6,8,5.799623024503408E-4,9606,Homo sapiens,"RPTOR;CAMK2D;CREBBP;HSPH1;HSPB1;CAMK2G;TNFRSF21","","R-HSA-3371554;R-HSA-5082405;R-HSA-5082356;R-HSA-5082369;R-HSA-5082384;R-HSA-5082387"
R-HSA-167158,"Formation of the HIV-1 Early Elongation Complex",4,34,0.0022510593220338984,0.6374263594026635,0.7010786122248663,5,5,3.6247643903146296E-4,9606,Homo sapiens,"CDK7;CTDP1;NCBP1;NELFE","","R-HSA-167072;R-HSA-167089;R-HSA-167478;R-HSA-167083;R-HSA-167085"
R-HSA-113418,"Formation of the Early Elongation Complex",4,34,0.0022510593220338984,0.6374263594026635,0.7010786122248663,3,3,2.1748586341887777E-4,9606,Homo sapiens,"CDK7;CTDP1;NCBP1;NELFE","","R-HSA-113402;R-HSA-113407;R-HSA-112383"
R-HSA-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",11,92,0.0060911016949152545,0.6378116987574728,0.7010786122248663,19,20,0.0014499057561258518,9606,Homo sapiens,"CUL4A;CDK7;USP16;PARP1;RFC1;CETN2;XRCC1;XPC;LIG3;ACTB;DDB2","","R-HSA-5690996;R-HSA-5690997;R-HSA-5696465;R-HSA-5696670;R-HSA-5691006;R-HSA-5691004;R-HSA-5691000;R-HSA-5696664;R-HSA-5691001;R-HSA-6790487;R-HSA-6790454;R-HSA-5690213;R-HSA-5689317;R-HSA-5689861;R-HSA-5690990;R-HSA-6782943;R-HSA-5696655;R-HSA-5690991;R-HSA-5690988"
R-HSA-2132295,"MHC class II antigen presentation",18,149,0.009864936440677966,0.6394002601270847,0.7010786122248663,21,26,0.0018848774829636073,9606,Homo sapiens,"CAP1;DYNC1I2;CD74;DCTN2;CLTC;KIF23;DYNC1LI1;KLC4;TUBA1B;KLC3;DYNC1LI2;KLC2;KIF3A;KIF4A;CANX;SEC31A","","R-HSA-2130336;R-HSA-2213248;R-HSA-8951498;R-HSA-8951500;R-HSA-2130500;R-HSA-2130725;R-HSA-2130504;R-HSA-2130378;R-HSA-2130731;R-HSA-2130349;R-HSA-2130478;R-HSA-2130640;R-HSA-2130641;R-HSA-2213235;R-HSA-2213236;R-HSA-2130486;R-HSA-2213241;R-HSA-2130393;R-HSA-2213243;R-HSA-2130619;R-HSA-2213246"
R-HSA-1980143,"Signaling by NOTCH1",10,84,0.005561440677966102,0.6404959738339164,0.7010786122248663,36,39,0.002827316224445411,9606,Homo sapiens,"NCOR2;TLE3;CREBBP;TLE2;NOTCH1;NUMB;ARRB1;HDAC7;MIB1","","R-HSA-157632;R-HSA-1980122;R-HSA-1980123;R-HSA-1980118;R-HSA-1980112;R-HSA-373706;R-HSA-4396371;R-HSA-1980047;R-HSA-1912396;R-HSA-1980044;R-HSA-1980109;R-HSA-1912398;R-HSA-1852623;R-HSA-1912393;R-HSA-1980042;R-HSA-1912394;R-HSA-1980041;R-HSA-4396379;R-HSA-1912388;R-HSA-1980039;R-HSA-1912391;R-HSA-9667657;R-HSA-1912385;R-HSA-4396382;R-HSA-1912386;R-HSA-157926;R-HSA-157353;R-HSA-1980078;R-HSA-1980074;R-HSA-1980138;R-HSA-4396347;R-HSA-1912359;R-HSA-1980130;R-HSA-1980067;R-HSA-1980128;R-HSA-1980065"
R-HSA-3214841,"PKMTs methylate histone lysines",6,51,0.0033765889830508476,0.6415527119872695,0.7010786122248663,9,22,0.001594896331738437,9606,Homo sapiens,"ATF7IP;KMT2D;NSD1;PRDM16;SMYD2;NFKB2","","R-HSA-5637686;R-HSA-8865237;R-HSA-5159245;R-HSA-5244692;R-HSA-5634802;R-HSA-5638157;R-HSA-5159250;R-HSA-4827383;R-HSA-4827382"
R-HSA-5576893,"Phase 2 - plateau phase",2,17,0.0011255296610169492,0.6432186123213286,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CACNB2;AKAP9","","R-HSA-5577213;R-HSA-5577050"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",2,17,0.0011255296610169492,0.6432186123213286,0.7010786122248663,8,14,0.0010149340292880964,9606,Homo sapiens,"LIFR","","R-HSA-448660;R-HSA-6783524;R-HSA-6783556;R-HSA-5696482;R-HSA-6783681;R-HSA-6783552;R-HSA-6784189;R-HSA-6784204"
R-HSA-162658,"Golgi Cisternae Pericentriolar Stack Reorganization",2,17,0.0011255296610169492,0.6432186123213286,0.7010786122248663,3,6,4.3497172683775554E-4,9606,Homo sapiens,"GORASP2;USO1","","R-HSA-2314566;R-HSA-2172183;R-HSA-2422927"
R-HSA-442720,"CREB1 phosphorylation through the activation of Adenylate Cyclase",2,17,0.0011255296610169492,0.6432186123213286,0.7010786122248663,2,6,4.3497172683775554E-4,9606,Homo sapiens,"PRKAR2B;PRKAR2A","","R-HSA-111925;R-HSA-8951727"
R-HSA-9029558,"NR1H2 & NR1H3 regulate gene expression linked to lipogenesis",2,17,0.0011255296610169492,0.6432186123213286,0.7010786122248663,2,8,5.799623024503408E-4,9606,Homo sapiens,"FASN","","R-HSA-9605063;R-HSA-9028533"
R-HSA-2660825,"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,5,5,3.6247643903146296E-4,9606,Homo sapiens,"NOTCH1","","R-HSA-2660815;R-HSA-2660816;R-HSA-2660819;R-HSA-2666278;R-HSA-2660822"
R-HSA-2660826,"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,5,5,3.6247643903146296E-4,9606,Homo sapiens,"NOTCH1","","R-HSA-2660815;R-HSA-2660816;R-HSA-2660819;R-HSA-2666278;R-HSA-2660822"
R-HSA-5603029,"IkBA variant leads to EDA-ID",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"NFKB2","","R-HSA-5228811;R-HSA-9630921"
R-HSA-8849470,"PTK6 Regulates Cell Cycle",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CDK2","","R-HSA-8848436;R-HSA-8848414"
R-HSA-8985586,"SLIT2:ROBO1 increases RHOA activity",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"MYO9B","","R-HSA-8985594;R-HSA-8985591"
R-HSA-165160,"PDE3B signalling",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"PDE3B","","R-HSA-162363;R-HSA-162425"
R-HSA-9017802,"Noncanonical activation of NOTCH3",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"YBX1","","R-HSA-9017817;R-HSA-9017797"
R-HSA-109703,"PKB-mediated events",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"PDE3B","","R-HSA-162363;R-HSA-162425"
R-HSA-176417,"Phosphorylation of Emi1",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"CDC20","","R-HSA-174122;R-HSA-174174"
R-HSA-4341670,"Defective NEU1 causes sialidosis",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"GAL","","R-HSA-4341669"
R-HSA-9652817,"Signaling by MAPK mutants",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"DUSP16","","R-HSA-9652816"
R-HSA-6791465,"Pentose phosphate pathway disease",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,4,2.899811512251704E-4,9606,Homo sapiens,"TALDO1","","R-HSA-5659989;R-HSA-5659998"
R-HSA-75094,"Formation of the Editosome",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,2,1.449905756125852E-4,9606,Homo sapiens,"APOBEC2","","R-HSA-77609"
R-HSA-193681,"Ceramide signalling",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,2,1.449905756125852E-4,9606,Homo sapiens,"NGFR","","R-HSA-193672"
R-HSA-3304349,"Loss of Function of SMAD2/3 in Cancer",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,2,1.449905756125852E-4,9606,Homo sapiens,"ZFYVE9","","R-HSA-3304394"
R-HSA-1483101,"Synthesis of PS",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,2,1.449905756125852E-4,9606,Homo sapiens,"PTDSS1","","R-HSA-1483186"
R-HSA-8941855,"RUNX3 regulates CDKN1A transcription",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,2,6,4.3497172683775554E-4,9606,Homo sapiens,"ZFHX3","","R-HSA-8878117;R-HSA-8878130"
R-HSA-187706,"Signalling to p38 via RIT and RIN",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,1,3,2.1748586341887777E-4,9606,Homo sapiens,"BRAF","","R-HSA-187698"
R-HSA-9605308,"Diseases of Base Excision Repair",1,8,5.296610169491525E-4,0.6433475146191622,0.7010786122248663,6,19,0.0013774104683195593,9606,Homo sapiens,"NTHL1","","R-HSA-9630055;R-HSA-9630053;R-HSA-9630043;R-HSA-9630047;R-HSA-9630044;R-HSA-9630045"
R-HSA-3299685,"Detoxification of Reactive Oxygen Species",8,68,0.004502118644067797,0.6478846804835989,0.7010786122248663,11,34,0.002464839785413948,9606,Homo sapiens,"ERO1A;CCS;PRDX1;AQP8;GSR;P4HB;PRDX6","","R-HSA-3341296;R-HSA-71682;R-HSA-8951723;R-HSA-3323079;R-HSA-3343700;R-HSA-3780958;R-HSA-3780979;R-HSA-3299753;R-HSA-3779381;R-HSA-3697860;R-HSA-3341343"
R-HSA-166520,"Signaling by NTRKs",20,166,0.010990466101694915,0.6481651402733988,0.7010786122248663,58,164,0.011889227200231984,9606,Homo sapiens,"ATF2;MEF2C;JUND;MAP2K2;SHC1;IRS1;CLTC;TCF12;STAT3;GAB1;BRAF;IRS2;PIK3R1;ELK1;TIAM1;RAPGEF1;PLCG1;MAP2K5","","R-HSA-167683;R-HSA-167684;R-HSA-9028505;R-HSA-167056;R-HSA-198295;R-HSA-9026579;R-HSA-9036949;R-HSA-9031575;R-HSA-5685366;R-HSA-9610163;R-HSA-9036970;R-HSA-9034796;R-HSA-9612980;R-HSA-198315;R-HSA-9028519;R-HSA-169901;R-HSA-187698;R-HSA-167217;R-HSA-9026493;R-HSA-9033276;R-HSA-9034814;R-HSA-9610154;R-HSA-9610152;R-HSA-9612073;R-HSA-9610153;R-HSA-9612076;R-HSA-9610156;R-HSA-198211;R-HSA-9031624;R-HSA-9026891;R-HSA-9026890;R-HSA-177479;R-HSA-9033292;R-HSA-9026894;R-HSA-198731;R-HSA-9033284;R-HSA-198733;R-HSA-198732;R-HSA-177491;R-HSA-170965;R-HSA-9603407;R-HSA-177501;R-HSA-170978;R-HSA-5686071;R-HSA-9028328;R-HSA-9620723;R-HSA-170979;R-HSA-9034862;R-HSA-9603445;R-HSA-167019;R-HSA-9026531;R-HSA-9034855;R-HSA-9034875;R-HSA-167674;R-HSA-198266;R-HSA-199929;R-HSA-9620717;R-HSA-9603437"
R-HSA-3371511,"HSF1 activation",5,43,0.0028469279661016947,0.6490378043791785,0.7010786122248663,3,7,5.074670146440482E-4,9606,Homo sapiens,"YWHAE;EEF1A1;HSPH1;HSPB1;TNFRSF21","","R-HSA-4793819;R-HSA-3371591;R-HSA-3371527"
R-HSA-6804757,"Regulation of TP53 Degradation",5,43,0.0028469279661016947,0.6490378043791785,0.7010786122248663,4,30,0.002174858634188778,9606,Homo sapiens,"PRR5;PDPK1;CDK2;AKT3;RICTOR","","R-HSA-198599;R-HSA-6795473;R-HSA-6793661;R-HSA-6795290"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",3,26,0.0017213983050847457,0.6507136308274837,0.7010786122248663,4,7,5.074670146440482E-4,9606,Homo sapiens,"ADCY9;PRKAR2B;PRKAR2A","","R-HSA-111925;R-HSA-8951727;R-HSA-111930;R-HSA-9668558"
R-HSA-140837,"Intrinsic Pathway of Fibrin Clot Formation",3,26,0.0017213983050847457,0.6507136308274837,0.7010786122248663,5,24,0.0017398869073510222,9606,Homo sapiens,"C1QBP;SMYD2;KNG1","","R-HSA-158354;R-HSA-158311;R-HSA-158218;R-HSA-158251;R-HSA-158313"
R-HSA-204005,"COPII-mediated vesicle transport",9,77,0.0050979872881355935,0.6587404526789404,0.7010786122248663,11,16,0.0011599246049006815,9606,Homo sapiens,"NSF;SEC16B;SCFD1;SEC16A;USO1;PPP6R3;CSNK1D;SEC22B;SEC31A","","R-HSA-5694439;R-HSA-5694423;R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-5694446;R-HSA-204008;R-HSA-5694441;R-HSA-5694409;R-HSA-5694425"
R-HSA-9615710,"Late endosomal microautophagy",4,35,0.0023172669491525423,0.6595822487385734,0.7010786122248663,3,3,2.1748586341887777E-4,9606,Homo sapiens,"VIM;PARK7;PCNT;CFTR","","R-HSA-9631065;R-HSA-9615721;R-HSA-9631068"
R-HSA-9664565,"Signaling by ERBB2 KD Mutants",4,35,0.0023172669491525423,0.6595822487385734,0.7010786122248663,11,17,0.001232419892706974,9606,Homo sapiens,"SHC1;GAB1;PLCG1;PIK3R1","","R-HSA-9664976;R-HSA-9664983;R-HSA-9664950;R-HSA-9664646;R-HSA-9664918;R-HSA-9664933;R-HSA-9665034;R-HSA-9665032;R-HSA-9664664;R-HSA-9664991;R-HSA-9664940"
R-HSA-190828,"Gap junction trafficking",6,52,0.0034427966101694915,0.6597125360743017,0.7010786122248663,11,20,0.0014499057561258518,9606,Homo sapiens,"TUBA1B;DAB2;GJB1;CLTC;ACTB","","R-HSA-196017;R-HSA-190519;R-HSA-190693;R-HSA-190698;R-HSA-196026;R-HSA-190520;R-HSA-190681;R-HSA-191737;R-HSA-190687;R-HSA-190829;R-HSA-190877"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",6,52,0.0034427966101694915,0.6597125360743017,0.7010786122248663,12,44,0.003189792663476874,9606,Homo sapiens,"CREBBP;NPM1;NOP2;ATAD2;DEK","","R-HSA-8869543;R-HSA-8869575;R-HSA-8869542;R-HSA-8869558;R-HSA-8869590;R-HSA-8937369;R-HSA-8864307;R-HSA-8869568;R-HSA-8869566;R-HSA-8869549;R-HSA-8869580;R-HSA-8869560"
R-HSA-2428928,"IRS-related events triggered by IGF1R",8,69,0.004568326271186441,0.6635785333710986,0.7010786122248663,11,12,8.699434536755111E-4,9606,Homo sapiens,"PDPK1;IRS1;PDE3B;GAB1;IRS2;PIK3R1;GAB2;IGF1R","","R-HSA-74737;R-HSA-74736;R-HSA-109699;R-HSA-109701;R-HSA-2428930;R-HSA-109702;R-HSA-109817;R-HSA-162363;R-HSA-2428926;R-HSA-162425;R-HSA-2428922"
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",11,94,0.006223516949152542,0.6649733955269428,0.7010786122248663,10,11,7.974481658692185E-4,9606,Homo sapiens,"INTS12;CDK7;CCNT2;NCBP1;INTS1;PCF11;ICE2;INTS3;SNAPC4;RPRD2;ELL2","","R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6810239;R-HSA-6810238;R-HSA-6814555;R-HSA-6810235;R-HSA-6814554;R-HSA-6810234;R-HSA-6810233"
