High,Master Protein,P12815,Pdcd6,Programmed cell death protein 6,Programmed cell death protein 6 OS=Mus musculus OX=10090 GN=Pdcd6 PE=1 SV=2,17,3,35,3,3,21.9,5.4,73.65,3,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,other molecular function,,,1.359,9.24E-01,,1.238,9.58E-01,,0.871,8.82E-01,,0.866,9.50E-01,,39790756.13,62106100,49531959,51554186.5,17310101.19,120489924,29321528.75,19975235.75,60763148.5,24779376.5,103875070,90793612,92738263,49496595,54558520.5,42351917.75,60084420,59466398.5,30306230.13,36561911.13,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,64678313.36,97106160.06,100379604.8,90996422.08,55549802.65,120489924,99326933.32,57244567.34,93741063.33,95855007.11,176856753.4,126722256,113387100.2,101593394,112961108.7,76845184.91,96636749.51,78830032.73,89101455.07,74606046.22
High,Master Protein,O70589,Cask,Peripheral plasma membrane protein CASK,Peripheral plasma membrane protein CASK OS=Mus musculus OX=10090 GN=Cask PE=1 SV=2,1,1,3,1,1,105,6.43,4.37,1,protein metabolism;other metabolic processes;transport;developmental processes;other biological processes,extracellular matrix;plasma membrane;other membranes;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;kinase activity;other molecular function,Dopamine Neurotransmitter Release Cycle; Neurexins and neuroligins,Splicing factor NOVA regulated synaptic proteins,0.859,9.24E-01,,1.195,9.81E-01,,0.214,,,1.741,9.31E-01,,,,,,,6940946,1581639.375,2037272,3051604.25,,,5937399.5,6125827,1382623.625,1640193,,2446740.75,3169877,1916147.625,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,373811.0209,713357.7096,2413165.114,2515279.816,2034020.113,6940946,5357817.12,5665957.749,4707797.972,311884.0807,1269391.262,8286933.883,7489786.173,2837880.6,3395950.222,999124.9438,3835056.521,4202062.239,5633546.001,428499.8376
High,Master Protein,Q5SX39,Myh4,Myosin-4,Myosin-4 OS=Mus musculus OX=10090 GN=Myh4 PE=2 SV=1,6,9,12,2,8,222.7,5.74,19.25,9,other biological processes,cytoskeleton;other cell component,cytoskeletal activity;nucleic acid binding activity;other molecular function,,,0.868,9.24E-01,,1.108,9.98E-01,,0.842,9.08E-01,,0.127,2.15E-04,DOWN,21165792,42015638,27427640,38434533.84,8681135.5,6250625.703,15065245.06,,,2341111.984,2977523.688,9941225.438,4152202.375,,,1022329.625,5973434.297,864783.375,842464.25,710903.875,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,39476793.04,68973395.78,61995858.09,70571173.43,32669960.83,8694864.678,51033648.5,3903359.33,7550997.847,11586952.91,8729192.782,15372782.43,9290874.307,4725994.616,4100725.479,5006734.1,9891645.358,7860050.986,8550226.59,5764363.624
High,Master Protein,O70209,Pdlim3,PDZ and LIM domain protein 3,PDZ and LIM domain protein 3 OS=Mus musculus OX=10090 GN=Pdlim3 PE=1 SV=1,30,5,11,5,5,34.3,7.91,30.83,5,cell organization and biogenesis;developmental processes;other biological processes,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,,,1.482,9.24E-01,,0.489,5.04E-01,,2.926,1.24E-01,,3.213,2.46E-01,,,23279712.13,,6895983.375,,26694557,,,1971618.5,1447462.125,10029784.13,,39838328.75,,41229039.88,3026965,33422081,56864285,3368381,3116795.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,5018916.034,36856197.4,3814100.933,13724977.02,4648968.404,30061834.92,4992369.175,3652204.915,5775434.735,9247847.525,19025794.93,3901602.74,49620272.51,4086003.177,87508752.25,9871356.277,54304296.52,76292861.41,14934916.6,9362072.66
High,Master Protein,Q60932,Vdac1,Voltage-dependent anion-selective channel protein 1,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus OX=10090 GN=Vdac1 PE=1 SV=3,49,11,135,10,10,32.3,8.43,352.71,11,cell-cell signaling;stress response;transport;other biological processes,plasma membrane;other membranes;mitochondrion;ER/Golgi;other cell component,transporter activity;other molecular function,Pyruvate metabolism; Ub-specific processing proteases; PINK1-PRKN Mediated Mitophagy,,1.042,9.24E-01,,0.878,5.93E-01,,1.13,9.16E-01,,1.085,8.25E-01,,582821028.9,542566466.6,428998682.8,410192045.8,246144531.5,673068644.6,274341448.5,268980906.3,494277034.6,146281220.7,612285729,427670026.1,509605755.5,416619011.6,498140495.6,571473914.5,596597319.3,698570407,201383179.1,421971407.9,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,947352722.3,848331261.4,869698803.6,725323720.4,793531294,673374837.9,932210869.6,749305940.1,763000357.5,568056856.9,1043736090,598302798.7,623073119.9,859970845,1031378823,1036907440,936730192.2,927781241.4,594531335.7,861288507.2
High,Master Protein,Q91VH2,Snx9,Sorting nexin-9,Sorting nexin-9 OS=Mus musculus OX=10090 GN=Snx9 PE=1 SV=1,8,4,13,4,4,66.5,5.52,18.94,4,cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,other molecular function,Golgi Associated Vesicle Biogenesis; Clathrin-mediated endocytosis,,1.549,9.24E-01,,1.767,7.40E-01,,0.984,9.96E-01,,0.995,9.82E-01,,14535558,15236812.5,9556513.25,14365077.25,12778532.75,50563319.63,11516724.25,17961576.63,24875788,6059495,45133109.81,24042027.25,36557461.13,29397645,17133711.13,25334745.75,13854559.5,50354633.25,7779411.5,6569406.25,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,25471254.96,25367633.41,19366870.26,25843006.58,41007557.65,50563319.63,40828555.48,51776066.08,38376596.28,25042335.14,76843224,33555884.23,44697241.18,61164678.64,35474624.08,45968478.53,21715835.14,66751266.05,25711655.29,15045471.46
High,Master Protein,Q9CQE8,RTRAF,"RNA transcription, translation and transport factor protein","RNA transcription, translation and transport factor protein OS=Mus musculus OX=10090 GN=RTRAF PE=1 SV=1",49,10,75,10,10,28.1,6.89,158.59,10,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,nucleic acid binding activity;other molecular function,,,1.038,9.24E-01,,1.261,8.15E-01,,0.962,9.08E-01,,0.676,2.31E-01,,257736545,293998553.8,226035079.1,295247029,112163585.8,335186248.3,165313967.8,155489332.5,227260320.3,66919192.44,284393513.9,331304552,238517786.9,143630386.5,134582897.2,191930649.5,248037301,232518990,101498860.7,192293593.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,421752590.6,461601947.9,458744318.1,522696052.2,364735397.6,335302596.5,563226863.1,432983914.1,353716338.7,262291804.3,484489447,462581023.6,293317354.7,297709222.4,282937583.2,348459273.8,388777220.7,310279931.9,301048454.9,395002790.8
High,Master Protein,Q62093,Srsf2,Serine/arginine-rich splicing factor 2,Serine/arginine-rich splicing factor 2 OS=Mus musculus OX=10090 GN=Srsf2 PE=1 SV=4,19,3,45,3,3,25.5,11.85,132.08,3,cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,mRNA processing,1.029,9.24E-01,,0.873,8.15E-01,,1.217,8.85E-01,,1.179,8.80E-01,,115668845.2,167431281.4,78512295.25,112737444,56823193.38,133086077.6,59664490,65077571.97,123187414.6,83866516.63,108830330.9,105879792.5,130490747.6,122445314.3,100870208.8,164059461.5,149408061.5,129170984,74327777,105337689.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,188015171,261787631.3,159110064.1,198988767.6,182351168.5,133086077.6,202113978.1,180990448.6,190044780.8,324424044.6,185293535.7,147778306,159545445.4,251323046.7,208847500.1,297676712.8,234184337.1,171232042.9,219862523.6,214945780.2
High,Master Protein,Q9CSH3,Dis3,Exosome complex exonuclease RRP44,Exosome complex exonuclease RRP44 OS=Mus musculus OX=10090 GN=Dis3 PE=1 SV=4,2,1,1,1,1,108.8,7.53,0,1,RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cytoplasmic organelle;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,"Major pathway of rRNA processing in the nucleolus and cytosol; KSRP (KHSRP) binds and destabilizes mRNA; mRNA decay by 3' to 5' exoribonuclease; Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA; Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",mRNA processing,1.705,9.24E-01,,1.857,8.46E-01,,0.882,,,1.703,9.39E-01,,,,,,,,6558555,,,5819860,6644492.5,23874700,,3075329.75,6550576,,,,733731.75,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1393731.97,896197.4873,914910.1014,2502536.763,1266523.703,1146603.812,22217162.03,211993.7117,1418809.667,22513186.39,11312852.75,33322342.61,1101281.004,6312215.759,13562690.5,2142776.472,873351.156,2347906.219,2157198.909,39175.70089
High,Master Protein,Q91YT0,Ndufv1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv1 PE=1 SV=1",41,14,109,14,14,50.8,8.21,275.58,14,other metabolic processes;transport,other membranes;cytosol;mitochondrion,transporter activity;other molecular function,Complex I biogenesis,Oxidative phosphorylation; Electron transport chain,1.217,9.24E-01,,1.174,8.49E-01,,0.894,6.58E-01,,0.852,8.82E-01,,405150065.4,462136580,477347903,438051178.5,165848765.1,761790486.5,283678082.7,281543274.3,987122243.6,121250379.2,438260501.1,547951304.8,707988845,320449493.2,404025123,344533968.8,618868088.5,419787621.4,273660007.7,321976863.9,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,659416708.8,724559304,968282452.2,773188224.6,534692968.9,762753436.6,962891759.9,783013901.1,1525063505,473785649,750202227.7,765757042.7,867850874.5,660203002.2,838674345.6,626941376.8,972387281.1,556480176.6,804931182.1,658420517.6
High,Master Protein,Q9CR61,Ndufb7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3,7,1,11,1,1,16.3,8.18,20.34,1,cell organization and biogenesis,other membranes;mitochondrion,,Complex I biogenesis,Oxidative phosphorylation; Electron transport chain,0.993,9.24E-01,,1.402,8.66E-01,,1.212,9.72E-01,,0.649,8.13E-01,,33704908,35325712,22401310,20633950,18444932,33513604,16316423,15017279,26495836,4079995.5,24649150,30709330,14641151,11273121,17877130,22246234,13369868,22236430,8396109,22163412,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,54786005.94,55233612.22,45397652.16,36420235.69,59191585.38,33513604,55272024.63,41765296.1,40875891.09,15782802.19,41967419.55,42861557.03,17901107.93,23138452.72,37013841.41,40364546.78,20956122.73,29477125.72,24684875.87,45225331.21
High,Master Protein,Q9QZB7,Actr10,Actin-related protein 10,Actin-related protein 10 OS=Mus musculus OX=10090 GN=Actr10 PE=1 SV=2,7,2,8,2,2,46.2,7.61,7.84,2,transport;other biological processes,cytoskeleton;other cell component,,MHC class II antigen presentation; Neutrophil degranulation; COPI-mediated anterograde transport; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic,,0.875,9.24E-01,,0.718,8.67E-01,,8.27,3.64E-05,UP,1.814,8.37E-01,,36687630.75,20493974.5,1741659.125,6495999.313,,19860646,419539.1563,1740243.25,2603057.5,7994362.5,3876872.75,9890351.25,10691898.5,2663053,4379848.375,,1699862.875,11891074.38,1383101.25,3705441.75,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,59634304.78,32043409.07,5285686.736,11465852.44,3166361.866,19860646,2219198.27,7173250.58,5171373.103,33097511.58,6600728.432,13804138.81,13072526.13,7754428.882,9068290.781,3178542.895,3749296.873,15763083.12,5240478.323,9586973.214
High,Master Protein,P70245,Ebp,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Mus musculus OX=10090 GN=Ebp PE=1 SV=3",10,2,9,2,2,26.2,7.56,19.4,2,other metabolic processes;developmental processes,other membranes;ER/Golgi;nucleus;other cell component,other molecular function,Cholesterol biosynthesis via desmosterol; Cholesterol biosynthesis via lathosterol,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,1.223,9.24E-01,,1.127,9.53E-01,,0.967,8.98E-01,,0.963,1.00E+00,,416763072,409085204,376868444,385741416,200658907.6,742486141,216891899,283054026.8,398278766,200515902,364423687.5,627797164,666282040,441677230,377123800,434149088,367297230,494579400.5,264581938.3,255224922,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,678362827.9,639626273.4,763747411.6,680858162.8,643934001.1,742486141,734723191.7,787215529.5,614436150,775663310.7,620464469.8,876227646.4,814634499.2,906557084.4,780818874.5,788726861.4,575706942.8,655625888.1,777880837.9,520796690.9
High,Master Protein,Q00612,G6pdx,Glucose-6-phosphate 1-dehydrogenase X,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3,17,8,48,5,8,59.2,6.49,84.51,8,other metabolic processes;stress response;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,other molecular function,TP53 Regulates Metabolic Genes; Pentose phosphate pathway,Glutathione metabolism; Oxidative stress and redox pathway; Pentose phosphate pathway; Glutathione and one-carbon metabolism,1.311,9.24E-01,,1.198,9.58E-01,,0.848,8.20E-01,,1.062,9.77E-01,,62872196.75,84058991.94,68144462,129129220.5,27819254.88,202251978.1,46595906.63,67983004.25,107191895.6,42248267.63,167634181.3,151872488,167987958,105389185.6,76997993.5,100497753,74974203.13,123768109,46475941.02,72327531.75,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,103929132,133531664.9,138960694.7,227921297,91442276.32,202251978.1,159508107.2,189070889.8,165368031.9,165423803,285412438.8,211971127.5,205391677.7,216314780,159991751.8,182347549.4,119722248.4,167145149.4,137465989.9,147587229.7
High,Master Protein,Q9JHR7,Ide,Insulin-degrading enzyme,Insulin-degrading enzyme OS=Mus musculus OX=10090 GN=Ide PE=1 SV=1,14,12,70,12,12,117.7,6.54,134.61,12,protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,other molecular function,Peroxisomal protein import; Ub-specific processing proteases,,1.251,9.24E-01,,1.15,9.61E-01,,1.057,1.00E+00,,0.701,3.39E-01,,290912207,317478223.8,242192086.6,169660179.9,142773890.1,427127712,89635607.25,141400264.7,195415548.5,91098901.5,222499735,279269692,462730689.1,225751605,165475228.3,200822893,258469287.5,240607127.3,190172650.7,132138560.8,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,472866382,496393932.5,491339028.2,300062916.9,458256518,428133846.4,305309229.8,394662039.5,306233772.5,357074747.1,382136276.2,393792507,569427063.4,467714404.3,343746018.1,367446046.6,409613717,321163794.8,561834943.9,274348078.1
High,Master Protein,P12382,Pfkl,"ATP-dependent 6-phosphofructokinase, liver type","ATP-dependent 6-phosphofructokinase, liver type OS=Mus musculus OX=10090 GN=Pfkl PE=1 SV=4",11,7,28,3,3,85.3,7.17,55.72,7,other metabolic processes;other biological processes,other membranes;cytosol,kinase activity;other molecular function,Neutrophil degranulation; Glycolysis,Glycolysis and gluconeogenesis; Insulin signaling,1.017,9.24E-01,,0.989,9.61E-01,,0.701,8.75E-01,,1.059,9.79E-01,,16928564,6953507.5,22534982,13690856.5,4168493.25,13216964,15961034,11942357.25,14676113.06,2769547.25,46928297,22011519,15748750,20985841,11918132,8888092,70805614,13387257,10687492.13,13582297.56,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,28588334.04,11779316.9,47412314.53,26173019.8,16496131.09,16654083.09,54068141.31,33213479.4,22641263.3,13123876.42,80756816.73,30962218.28,21210937.19,44787080.08,25661972.09,17487486.74,110981734.2,17746457.4,31421628.34,27715222.99
High,Master Protein,Q9CQB5,Cisd2,CDGSH iron-sulfur domain-containing protein 2,CDGSH iron-sulfur domain-containing protein 2 OS=Mus musculus OX=10090 GN=Cisd2 PE=1 SV=1,33,4,74,4,4,15.2,9.51,179.89,4,cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes,other membranes;mitochondrion;ER/Golgi;other cell component,other molecular function,,,1.045,9.24E-01,,1.126,9.72E-01,,0.825,4.63E-01,,0.864,9.23E-01,,299997789,202013673.1,234752558.3,251059154.6,158564939.8,510385969.8,140099636.5,151965458,292583269,84806019.25,335572477,286223957.5,337169558.8,231039553.6,157854879,275715135,285458999.5,345843373.3,139604834.3,201424019.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,487634639.2,315859023.1,475740703.7,443135395,508850353.6,510385969.8,474588735.5,422638638.5,451376655.5,328058358.5,571342660.1,399487858.5,412242771.3,474216305.1,326831849.3,500269684.6,447432527.3,458457971.6,410443457.2,411013791.3
High,Master Protein,Q9DBF1,Aldh7a1,Alpha-aminoadipic semialdehyde dehydrogenase,Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4,41,14,286,14,14,58.8,7.47,912.03,14,other metabolic processes,cytosol;nucleus,other molecular function,Lysine catabolism; Choline catabolism,,1.041,9.24E-01,,1.07,9.73E-01,,0.988,9.35E-01,,0.692,1.51E-01,,2659089051,2316657839,2121814407,1628716137,1247689513,2796552620,1040444075,1077511578,2020948968,637588775.8,1724346751,2149315010,2132103758,1350405130,1621069550,1282073111,2047254542,2092710305,900181591.3,1552920866,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,4322709595,3624877960,4299989260,2874787697,4008095798,2796552620,3526563335,3000446908,3118413248,2471800395,2935857160,2999837114,2609704266,2779290900,3359679691,2326249920,3208896112,2774145164,2647599267,3168797317
High,Master Protein,O54774,Ap3d1,AP-3 complex subunit delta-1,AP-3 complex subunit delta-1 OS=Mus musculus OX=10090 GN=Ap3d1 PE=1 SV=1,21,17,90,17,17,135,7.37,231.4,17,cell organization and biogenesis;transport;other biological processes,other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,,,,1.038,9.24E-01,,1.14,9.73E-01,,1.03,9.91E-01,,1.21,7.69E-01,,171634455.8,143910371.3,118525550,136329512.8,119101108.6,267927163.5,134282166.2,148917759.5,198952911.1,95229245.66,161368601.6,206921350.4,142667377.1,173316661.8,187491402,178765933.1,172792882.4,175050180.8,100053371.5,153725418.6,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,283483814.4,226384775,245929808.4,241942371.1,387878847.8,271700196.1,455631831,419427406.9,308412296.6,373144504.4,278104238.1,289965669.4,177543201,367259424.8,390006366.3,329128148.6,273672736.8,240151806.2,297640073.4,315404245
High,Master Protein,Q501J6,Ddx17,Probable ATP-dependent RNA helicase DDX17,Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus OX=10090 GN=Ddx17 PE=1 SV=1,27,15,104,11,11,72.4,8.59,247.82,15,RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,SUMOylation of transcription cofactors,,1.24,9.24E-01,,1.118,9.73E-01,,0.471,1.92E-04,,1.035,9.49E-01,,94266434.88,136951982.3,184833388.1,223185977.8,138495767.5,466697074.5,136627520.8,161774982.5,276585134.5,99750481.25,389785747,362047307.5,390679377,265994871.6,246025027.9,326989705.5,294397891.8,381284461.5,123330375.9,200229208.6,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,158321532,220446134.9,377990308.9,396617363.3,447495368.7,467225469.5,465766427.4,452286222.8,428310073.6,388531585.8,665937200.3,507761246.1,477666933.1,550902454.3,510681743,597707000.7,464049919,508801118.3,366813220.3,410608983.5
High,Master Protein,Q9DB27,Mcts1,Malignant T-cell-amplified sequence 1,Malignant T-cell-amplified sequence 1 OS=Mus musculus OX=10090 GN=Mcts1 PE=1 SV=1,48,6,74,4,6,20.5,8.82,146.02,6,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;other biological processes,plasma membrane;other membranes;cytosol,nucleic acid binding activity,,,1.24,9.24E-01,,1.111,9.73E-01,,0.485,4.31E-05,,0.84,8.64E-01,,88438425.5,259979186.7,250242187.4,273541255,156723101.6,462852855.3,143946518.5,200112741.1,311045272.5,88795118.02,226953687.2,423569271.3,390826876.3,255180854.6,260999001,289311127.2,281481192,347094854.3,143513358.6,186526585,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,147331359.2,406491158.1,507131403.4,482817733.8,504968442.5,462852855.3,487620081.7,559470758.1,479858521.3,343489541.3,386409292.3,591183151.2,477847274.1,524878029.4,540387390.6,527188456.6,441197654.8,460878819.1,424171935.8,380614978.7
High,Master Protein,Q3UEB3,Puf60,Poly(U)-binding-splicing factor PUF60,Poly(U)-binding-splicing factor PUF60 OS=Mus musculus OX=10090 GN=Puf60 PE=1 SV=2,7,2,15,2,2,60.2,5.29,25.1,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,mRNA Splicing - Major Pathway,mRNA processing,1.579,9.24E-01,,1.33,9.73E-01,,1.218,9.72E-01,,0.984,9.83E-01,,8179118.625,20129962.5,7855712.5,15895219,4865081,19917308.5,5370537.5,6336542.5,15744464,6419488.375,20036115.5,21268907.5,16482508.5,11332477,11446336.75,15855567.75,18520714,12058586.5,5624323.5,10838938,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,13294836.51,31474257.13,15920091.44,28056073.72,16799815.96,19917308.5,19863901.56,18907987.74,24289439.13,24832751.7,34113308.79,29685391.76,20152456.84,23260282.87,23699156.03,28769040.47,29029632.58,15985141.06,16535722.38,22117287.76
High,Master Protein,P61759,Vbp1,Prefoldin subunit 3,Prefoldin subunit 3 OS=Mus musculus OX=10090 GN=Vbp1 PE=1 SV=2,13,2,8,2,2,22.4,6.28,14.06,2,cell organization and biogenesis;other biological processes,cytosol;nucleus;other cell component,cytoskeletal activity;other molecular function,,,1.674,9.24E-01,,0.982,9.73E-01,,0.783,9.33E-01,,0.777,9.65E-01,,14825366.5,3621417.625,4315192.625,7868013.5,5353422.625,34095830.38,2737293.75,5647274.75,4720002.5,1104007.484,12585176.75,14508769,17070536,10881847.59,3624754.5,13965014.75,6275336.125,16570178,4178131.371,2699347,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,24098051.75,6363489.516,8745007.046,15810979.22,17179655.22,34095830.38,9272606.353,15705914.64,7281684.116,4270674.255,21427407.95,20250146.45,20871412.87,22335351.15,7504900.855,25338737.84,9836051.787,21965811.06,12283863.19,7500496.199
High,Master Protein,P63024,Vamp3,Vesicle-associated membrane protein 3,Vesicle-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Vamp3 PE=1 SV=1,55,4,40,2,4,11.5,8.5,99.27,4,cell adhesion;cell organization and biogenesis;stress response;transport;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,RHOA GTPase cycle; RHOB GTPase cycle; RHOC GTPase cycle; ER-Phagosome pathway; RHOH GTPase cycle; RHOJ GTPase cycle; Cargo recognition for clathrin-mediated endocytosis; CDC42 GTPase cycle; Retrograde transport at the Trans-Golgi-Network; RAC1 GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOF GTPase cycle; RHOD GTPase cycle; RHOQ GTPase cycle,,1.304,9.24E-01,,1.026,9.76E-01,,1.567,1.75E-01,,0.928,9.82E-01,,167110575,165846367,59853092,96186429.5,86284691.5,213161322,44696411,54805860.75,89977713,58751610.25,100496100.5,149358730,163549835.5,111514644.1,75364783.25,141209365,127093998,172679382.5,49301308.63,77174321.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,271871291.5,260413676.2,122768402.5,169775173.1,276895988.8,213161322,151409480.5,152423285.4,140333419.6,227271094.5,171103750.5,209078465.5,201775794.1,228887485.7,156039595.6,256216491.3,199208954.1,229854035.1,145037282.7,157477298.6
High,Master Protein,P43274,H1-4,Histone H1.4,Histone H1.4 OS=Mus musculus OX=10090 GN=H1-4 PE=1 SV=2,27,7,208,3,3,22,11.11,423.09,7,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,,,1.207,9.24E-01,,1.046,9.86E-01,,1.075,9.91E-01,,1.208,4.08E-01,,2313520728,3108996614,1538799268,2563142777,1239071292,5373816046,1031829478,1758209758,3344253894,1626753188,2320962399,4202607503,4684415939,3166775567,2437079783,4092410856,3021126405,3844474389,1633948778,1554826298,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,3760817401,4861080035,3118472710,4524110220,3976300601,5373816046,3495331319,4889843968,5159277026,6292831394,3951649560,5865653897,5727434635,6499911316,5045870595,7425450504,4735356829,5096324134,4803870790,3172685428
High,Master Protein,Q8VHE0,Sec63,Translocation protein SEC63 homolog,Translocation protein SEC63 homolog OS=Mus musculus OX=10090 GN=Sec63 PE=1 SV=4,24,13,112,13,13,87.8,5.38,284.22,13,other metabolic processes;transport;developmental processes,other membranes;ER/Golgi,transporter activity;nucleic acid binding activity,,,1.222,9.24E-01,,1.051,9.98E-01,,1.098,9.81E-01,,0.877,9.40E-01,,341573300.7,451786790,348704538.4,323840573.6,171185919.9,534035196.5,155699443,210445465.1,337997100.3,111471921,299379577.1,458303780,477810411,291066430,299824787.6,327119155,467127652.5,344523871.7,169635453.3,298166268.8,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,556229513.4,708476403.9,708918195.7,571599234.1,551534076.6,538622247.4,529581480.4,591055154,523925273.1,434122874.5,512076993.8,641681381.6,585287725.3,601727807.6,623081371.1,598818744.7,732182577.9,461664807.7,501021385.3,610419321.3
High,Master Protein,Q9CQR4,Acot13,Acyl-coenzyme A thioesterase 13,Acyl-coenzyme A thioesterase 13 OS=Mus musculus OX=10090 GN=Acot13 PE=1 SV=1,26,4,18,4,4,15.2,8.82,18.23,4,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;mitochondrion;nucleus,other molecular function,Mitochondrial Fatty Acid Beta-Oxidation,,1.281,9.24E-01,,0.911,8.49E-01,,0.894,8.20E-01,,0.819,8.62E-01,,137037363,166830457,166365885,152764147.3,67012715.25,168095849.9,64218255.63,94330136,197316936,42668275.53,109226701.5,246866549,281949634,124062827.9,105245816,106540928,200490496,155984232.5,87518231.63,108224427.6,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,222748858.5,260848210.7,337150844.2,269638447.7,215050337.8,168993492.8,217539898.7,264656760,304406533.4,165055317.5,185968392.7,344556024.8,344727735.6,254643046.9,220275215.5,194796119,314251677.1,206776305,257306888.8,220836285.7
